TIME_PERIOD,CPI - index,CPI - YoY,HICP - index,HICP - YoY,PPI - YoY,PPI - index,Unemmployment - YoY,Unemployment - %,wage rate - YoY,wage rate - index,AEX -price ,AEX change,Country Level Index of Financial Stress,Industrial_confidence,Services_confidence,Consumer_confidence,Retail_confidence,Construction_confidence,Economic_sentiment,Employment_expectations,Inflation_expectations,Exchangerate_CPI,Exchangerate_PPI,10years_gov_bond_rate,3month_euribor,Loans_upto_1M,Loans_house,Loans_over_1M,M1,M2,M3,US_Dollar_per_EUR,Construction_index,Consumption,Export,GDP,Import,Industrial_production_index,Manufacturing_index,Retain_trade_index
2005-M10,85.66,1.697732399,86.22,1.518897916,6.081871345,90.7,0,6.8,0.888099467,89.74580032,418.79,6.25%,0.0382,0,15.3,-9.9,0.1,2.4,100.9,104.8,14,101.144,100.6649,3.28,-0.3034,1956,8850,7897,71.88449,72.24701,74.14082,1.2023,119.2380952,72729844106,98836106844,1.51752E+11,86719244113,93.34079463,98.89659213,97.59186734
2005-M11,85.44,1.738509169,85.99,1.6190026,5.555555556,89.3,-1.470588235,6.7,0.888099467,89.74580032,436.78,4.30%,0.0312,0,18,-7.6,1.3,3.4,103.2,106,16.8,100.0581,99.9419,3.48,0.0609,2272,9583,9214,72.2931,72.52834,74.34132,1.1769,122.2857143,72729844106,98836106844,1.51752E+11,86719244113,101.015269,99.83400059,96.79193401
2005-M12,84.98,2.078078078,85.6,2.001906578,6.971153846,89,-4.47761194,6.4,0.888099467,89.74580032,450.5,3.14%,0.0286,1.1,21.1,-6.2,9.2,3.1,105.3,107.6,15.5,100.0778,100.0342,3.35,0.1729,2728,12443,12767,72.73135,73.12354,74.82698,1.1797,87.23809524,72729844106,98836106844,1.51752E+11,86719244113,101.9745783,92.56908505,113.4905425
2006-M01,84.68,1.316104331,85.81,1.742945222,7.756563246,90.3,-6.849315068,6.8,1.863354037,90.69381933,458.72,1.82%,0.0383,3.3,23.2,-5.4,12.4,3.2,107.8,108.1,20.3,100.6401,100.8854,3.33,0.1117,2629,9003,10836,73.25161,73.54458,75.29811,1.2118,91.04761905,71535856688,1.00934E+11,1.52627E+11,89033167957,93.2448637,90.92862025,87.69269228
2006-M02,85.01,1.082045184,86.24,1.470761266,7.109004739,90.4,-8,6.9,1.592920354,90.69381933,468.69,2.17%,0.0454,2.3,25.3,-4.8,10.9,7.2,107.8,108.8,14.7,99.7289,100.4392,3.48,0.2004,1851,8801,8711,73.74487,74.11953,75.80385,1.1875,105.1428571,71535856688,1.00934E+11,1.52627E+11,89033167957,87.7768007,89.9912118,83.19306724
2006-M03,85.68,0.942507069,86.93,1.39974338,5.930232558,91.1,-11.84210526,6.7,1.681415929,90.77282092,469.4,0.15%,0.0432,3.1,27.1,-2.5,12.5,4.4,109,109.2,15.8,100.5432,101.3495,3.66,0.5226,2083,9833,10063,74.19432,74.72454,76.45799,1.2104,121.015873,71535856688,1.00934E+11,1.52627E+11,89033167957,107.1548485,105.5756274,99.09174235
2006-M04,86.07,1.22309773,87.34,1.759291623,7.167630058,92.7,-12.5,6.3,1.766784452,91.00982567,440.41,-6.18%,0.03,4.2,28.8,-1.2,16.4,7.8,110.5,111.3,14.3,101.6813,102.4179,3.92,0.3938,1914,9666,9128,74.95288,75.65475,77.36117,1.2537,109.4603175,72395159753,1.03829E+11,1.5511E+11,91298901115,95.45127508,94.32672591,98.89175902
2006-M05,86.15,1.37679454,87.3,1.795708955,7.692307692,92.4,-12.67605634,6.2,1.856763926,91.00982567,440.25,-0.04%,0.0419,2.7,28,-2.5,18.5,14.7,108.5,111,15.6,103.329,103.4399,3.96,0.389,2014,9547,9283,75.61904,75.95277,77.89869,1.2868,116.4444444,72395159753,1.03829E+11,1.5511E+11,91298901115,97.84954833,100.3027048,104.0913257
2006-M06,85.84,1.3459268,87.01,1.789892372,6.064073227,92.7,-15.71428571,5.9,1.855123675,91.08882726,454.06,3.14%,0.0505,5.2,29.4,0.9,18.8,14.1,112.4,111.2,15.1,103.8733,103.4599,3.97,0.4857,2004,9368,9783,75.76753,76.49541,78.33294,1.2713,117.968254,72395159753,1.03829E+11,1.5511E+11,91298901115,98.04141018,104.0523386,104.0913257
2006-M07,85.68,1.312522171,86.71,1.772300469,6.469920545,93.8,-13.84615385,5.6,1.672535211,91.24683043,469.01,3.29%,0.0316,6.1,28.6,0.2,19.4,10.3,113.3,110,18.3,103.9943,103.9944,3.99,0.7022,1883,8813,8615,75.62901,76.56586,78.57084,1.2767,96.76190476,72413688432,1.04628E+11,1.55904E+11,91480363988,89.98321209,92.80343716,96.29197567
2006-M08,86.13,1.377118644,87.12,1.87090739,5.393258427,93.8,-15.15151515,5.6,1.672535211,91.24683043,483.62,3.12%,0.0234,6.4,30.6,0.2,18.6,11.7,115,110.3,21.8,103.76,103.8731,3.9,0.9265,1787,8518,8228,75.85654,77.02293,79.23774,1.2851,65.3968254,72413688432,1.04628E+11,1.55904E+11,91480363988,88.44831721,90.81144419,98.09182568
2006-M09,86.46,0.851510556,87.54,1.519192856,1.99556541,92,-14.70588235,5.8,1.672535211,91.24683043,486.57,0.61%,0.0204,7.4,33.6,2.2,19.7,13.3,116,111.9,25.9,103.3708,103.4568,3.78,1.5354,1574,7980,9627,76.39012,77.95479,80.16121,1.266,136.1269841,72413688432,1.04628E+11,1.55904E+11,91480363988,93.2448637,101.5916414,99.79168403
2006-M10,86.24,0.677095494,87.39,1.356993737,1.323042999,91.9,-13.23529412,5.9,1.76056338,91.32583201,477.67,-1.83%,0.0175,7,35.6,1.8,20,14.7,115.9,113.8,23.1,102.6539,103.2569,3.82,1.902,2033,8178,10442,76.3694,78.1245,80.45962,1.2696,123.6825397,72238238228,1.06258E+11,1.57258E+11,94078488962,97.17803182,106.5130358,99.59170069
2006-M11,86.1,0.77247191,87.37,1.604837772,2.463605823,91.5,-11.94029851,5.9,1.76056338,91.32583201,495.34,3.70%,0.0247,6.1,36.7,0.5,19.3,17.5,115.4,114.9,27.8,103.1998,103.7589,3.75,1.7972,1562,8248,9937,77.00137,78.86179,81.26383,1.32,126.3492063,72238238228,1.06258E+11,1.57258E+11,94078488962,101.9745783,105.1069232,101.891509
2006-M12,85.79,0.953165451,87.07,1.71728972,3.146067416,91.8,-15.625,5.4,1.848591549,91.4048336,499.81,0.90%,0.02,7.2,38.9,3.5,17.8,19.4,117.6,116.4,28.3,104.0307,104.73,3.82,1.7842,2041,8706,11603,78.51896,80.07464,82.28916,1.317,88.38095238,72238238228,1.06258E+11,1.57258E+11,94078488962,99.57630506,93.97519773,115.3903841
2007-M01,85.89,1.428908833,86.86,1.223633609,1.771871539,91.9,-11.76470588,6,1.219512195,91.79984152,490.21,-1.92%,0.0231,5.8,39.3,4.4,16.9,19.2,117.1,115.5,24.3,103.3041,104.166,4.05,1.9519,2120,7050,10274,78.34903,80.36418,83.01628,1.2954,100.6984127,72831219091,1.06545E+11,1.59033E+11,93649333174,92.2855544,100.1855288,90.89242563
2007-M02,86.28,1.493941889,87.42,1.368274583,2.32300885,92.5,-10.14492754,6.2,1.219512195,91.79984152,510.5,4.14%,0.0345,7,44.5,4,16.8,15.9,118.7,115.1,22.2,103.5528,104.6201,4.07,2.0182,1620,6685,8553,78.84627,80.80948,83.59278,1.3211,115.8095238,72831219091,1.06545E+11,1.59033E+11,93649333174,86.91342234,98.19353579,86.6927756
2007-M03,87.22,1.797385621,88.55,1.863568388,2.41492865,93.3,-13.43283582,5.8,1.305483029,91.95784469,530.81,3.98%,0.0905,6.2,41,2.7,17.7,19.8,117.5,115.8,20.5,104.1669,105.0762,3.98,1.9909,1823,7254,10849,79.45578,81.86384,84.88619,1.3318,130.7936508,72831219091,1.06545E+11,1.59033E+11,93649333174,101.4949237,111.0829021,105.6911924
2007-M04,87.64,1.824096666,89.04,1.946416304,2.588996764,95.1,-14.28571429,5.4,1.215277778,92.11584786,540.39,1.80%,0.0522,4.7,44.1,4.7,16.6,20.3,117.3,110.2,25.1,105.0586,106.0746,4.19,2.0753,1902,6801,10086,79.43991,82.21038,85.21987,1.3605,120.5079365,73192889277,1.08527E+11,1.60011E+11,95240075626,94.58789671,101.2401133,102.3914674
2007-M05,87.7,1.799187464,89.07,2.027491409,4.004329004,96.1,-12.90322581,5.4,1.128472222,92.03684628,548.21,1.45%,0.0314,5.4,42.5,3.4,18.6,19,117.4,114,24.4,104.6943,105.8289,4.33,2.1714,1757,6994,10898,80.03262,82.99578,86.20459,1.3453,121.1428571,73192889277,1.08527E+11,1.60011E+11,95240075626,99.57630506,104.755395,106.2911424
2007-M06,87.34,1.747437092,88.61,1.838869096,4.207119741,96.6,-13.55932203,5.1,1.387684302,92.35285261,533.99,-2.59%,0.0632,4.5,36.7,5.2,19.1,23.8,115.9,110.8,26.8,103.9993,105.3385,4.61,2.2478,1886,7469,12759,80.44862,83.82459,86.97368,1.3505,128.8888889,73192889277,1.08527E+11,1.60011E+11,95240075626,100.2478216,108.5050288,109.1909008
2007-M07,86.93,1.4589169,87.94,1.418521508,3.837953092,97.4,-10.71428571,5,1.991341991,93.06386688,522.73,-2.11%,0.0493,5.5,37.1,4.2,19.8,23.8,116.8,113.8,19,104.4941,105.8571,4.56,2.4162,2127,7586,11350,81.03298,84.68953,87.89045,1.3707,103.8730159,73638623407,1.10737E+11,1.61775E+11,97709841294,96.41058438,100.5370569,99.79168403
2007-M08,87.08,1.102983862,88.05,1.067493113,3.731343284,97.3,-14.28571429,4.8,2.077922078,93.14286846,540.98,3.49%,0.0671,5.2,32.6,4.4,18.7,18.9,115.2,112.8,27,104.1777,105.6779,4.38,2.8436,1707,7365,10303,80.81207,85.19214,88.48817,1.3705,73.77777778,73638623407,1.10737E+11,1.61775E+11,97709841294,94.39603485,97.25612733,100.1916507
2007-M09,87.59,1.306962757,88.66,1.279415125,6.847826087,98.3,-12.06896552,5.1,2.077922078,93.14286846,547.85,1.27%,0.0855,3.8,28.4,-4.3,19.4,15.3,111.1,110.4,45.3,104.9931,106.6599,4.34,2.6417,1431,5705,11147,81.31169,86.01813,89.38889,1.4179,138.031746,73638623407,1.10737E+11,1.61775E+11,97709841294,100.4396834,104.755395,101.6915257
2007-M10,87.63,1.611781076,88.79,1.60201396,7.834602829,99.1,-13.55932203,5.1,2.162629758,93.30087163,507.58,-7.35%,0.0493,5.6,26.3,-2.2,19.5,14.7,112.8,110.3,41.2,105.5491,107.7218,4.38,2.1874,1737,6459,12116,81.28586,86.93426,90.47914,1.4447,134.2222222,74268452377,1.12408E+11,1.64127E+11,1.07579E+11,110.608362,114.2466556,105.5912007
2007-M11,87.76,1.927990708,88.93,1.7855099,10.27322404,100.9,-13.55932203,5.1,2.162629758,93.30087163,515.77,1.61%,0.0555,6.1,26.3,-2.7,18.3,16.9,112.7,111.2,40.5,107.1707,108.8891,4.21,1.5385,1636,6491,10169,81.8444,87.63694,91.46832,1.4761,131.6825397,74268452377,1.12408E+11,1.64127E+11,1.07579E+11,113.1025662,109.3252612,106.1911507
2007-M12,87.39,1.865019233,88.45,1.584931664,9.694989107,100.7,-12.96296296,4.7,2.074330164,93.30087163,441.33,-14.43%,0.0446,5.7,27,-4,16.9,22.8,112.3,112.2,40.3,106.762,108.5558,4.34,1.7484,2100,6852,13882,81.63652,88.16906,91.76545,1.4721,86.34920635,74268452377,1.12408E+11,1.64127E+11,1.07579E+11,108.5938125,95.73283859,118.8900925
2008-M01,87.63,2.025847014,88.42,1.795993553,10.01088139,101.1,-13.33333333,5.2,2.839931153,94.40689382,446.53,1.18%,0.1258,6.3,27.9,-5.7,17,19.6,112.6,112.2,43.9,107.2652,108.6207,4.13,1.2815,1988,5728,12041,81.65412,88.66917,92.61908,1.487,111.6190476,73759580661,1.1362E+11,1.65277E+11,98745480410,97.27396275,102.5290499,95.39205066
2008-M02,88.22,2.248493278,89.17,2.001830245,10.16216216,101.9,-17.74193548,5.1,3.012048193,94.56489699,442.43,-0.92%,0.0886,5.6,26.1,-7.8,16.4,20,111.2,109.8,36.2,106.6019,108.3022,4.05,1.0621,1649,6006,10810,81.57855,89.50486,93.20678,1.5167,129.1428571,73759580661,1.1362E+11,1.65277E+11,98745480410,92.86113998,102.5290499,95.19206733
2008-M03,89.09,2.144003669,90.23,1.897233202,10.3965702,103,-12.06896552,5.1,3.264604811,94.95990491,475.56,7.49%,0.177,3.6,24.1,-6.2,17.1,18.9,109.4,109.7,37.3,109.7965,110.5478,3.97,0.9964,1698,5841,15000,81.95027,89.96788,93.49641,1.5812,125.4603175,73759580661,1.1362E+11,1.65277E+11,98745480410,104.9484371,105.4584513,102.8914257
2008-M04,89.42,2.031036057,90.55,1.695867026,9.568874869,104.2,-9.259259259,4.9,3.859348199,95.67091918,485.52,2.09%,0.1451,1.8,20,-9.9,13.4,14.3,105.2,109,30.2,110.7261,111.1099,4.21,1.4835,2030,7191,14174,81.5259,90.8965,94.26185,1.554,138.1587302,74368666076,1.12521E+11,1.65396E+11,98533203367,108.2100887,107.5676203,106.2911424
2008-M05,89.74,2.326111745,90.92,2.077018076,11.75858481,107.4,-11.11111111,4.8,4.034334764,95.74992076,425.93,-12.27%,0.107,1.3,17.6,-10.8,16.9,18.2,105.3,105.4,39.2,109.9979,110.3466,4.36,1.1574,1646,6685,13175,81.85724,91.57404,95.07527,1.5508,122.6666667,74368666076,1.12521E+11,1.65396E+11,98533203367,99.00071948,102.646226,114.5904508
2008-M06,89.58,2.564689718,90.66,2.313508633,13.04347826,109.2,-7.843137255,4.7,4.191616766,96.22393027,399.95,-6.10%,0.1604,2.3,14.1,-10.7,13,15.8,105,105.7,35.4,109.6188,109.7091,4.73,1.0405,1828,6606,16103,81.8857,91.92505,95.39635,1.5764,131.9365079,74368666076,1.12521E+11,1.65396E+11,98533203367,101.1111999,108.856557,106.2911424
2008-M07,89.72,3.209478891,90.55,2.967932681,13.14168378,110.2,-12,4.4,3.989813243,96.77694136,412.84,3.22%,0.1261,2,9,-19,7.5,28.5,101.2,106.5,38.5,109.5932,109.4093,4.69,0.861,2086,6982,18258,81.22936,92.46672,96.01026,1.5611,103.6190476,74109635259,1.12359E+11,1.64952E+11,99178773516,98.23327204,101.1229372,105.0912424
2008-M08,89.89,3.226917777,90.67,2.975582056,10.99691675,108,-10.41666667,4.3,3.901611535,96.77694136,331.45,-19.71%,0.092,1,5.5,-13.7,9.9,12.8,100.3,102.5,29.5,106.6885,107.0157,4.4,1.1652,1392,5917,13738,81.00769,92.77728,96.27328,1.4735,76.44444444,74109635259,1.12359E+11,1.64952E+11,99178773516,89.6954193,91.04579631,102.2914757
2008-M09,90.28,3.071126841,91.13,2.785923754,9.053916582,107.2,-7.843137255,4.7,3.901611535,96.77694136,267.69,-19.24%,0.1288,-2.4,-1.9,-11.5,10,11,96.7,104.4,27.8,105.3222,105.2277,4.35,1.4192,1433,5652,15533,82.25475,93.59378,97.03286,1.4303,148.6984127,74109635259,1.12359E+11,1.64952E+11,99178773516,103.9891278,108.1535006,103.8913424
2008-M10,90.07,2.784434554,90.98,2.466493975,3.632694248,102.7,-7.843137255,4.7,3.810330229,96.85594295,252.55,-5.66%,0.3235,-8.9,-11.1,-14.1,10.4,4.7,87,98.3,29.3,102.7409,101.8131,4.23,1.9131,1689,5924,16919,83.98501,94.97295,98.24672,1.2757,140.5714286,73901824229,1.0751E+11,1.63137E+11,95124053385,109.4571908,111.6687823,110.1908174
2008-M11,89.74,2.256153145,90.61,1.889126279,-2.874132805,98,-7.843137255,4.7,3.810330229,96.85594295,245.94,-2.62%,0.2185,-13.2,-15.8,-13.9,-0.9,-4.4,83.9,90.1,16.7,102.1202,100.881,3.96,2.1383,1390,4660,12743,83.78772,95.30006,98.47675,1.2727,124.0634921,73901824229,1.0751E+11,1.63137E+11,95124053385,100.1518906,96.90459916,103.5913674
2008-M12,89.09,1.945302666,89.91,1.650650085,-8.341608739,92.3,-4.255319149,4.5,3.810330229,96.85594295,248.6,1.08%,0.2439,-22.6,-24.6,-14.2,-9.4,-9,74.2,81.8,2.2,107.4838,105.6823,3.65,1.6926,1917,6005,15967,84.48807,95.6218,98.83856,1.3917,89.14285714,73901824229,1.0751E+11,1.63137E+11,95124053385,101.4949237,90.10838785,120.1899842
2009-M01,89.32,1.928563277,89.95,1.730377743,-10.28684471,90.7,-1.923076923,5.1,3.59832636,97.80396197,219.81,-11.58%,0.1959,-22.6,-29.3,-14.1,-11.7,-14.2,72.9,80.9,-6.5,107.3995,104.9381,3.76,1.3565,1536,3979,12847,85.75634,95.42818,98.16392,1.2816,115.047619,73135506247,1.00018E+11,1.59411E+11,89914697358,93.43672556,87.64769066,95.19206733
2009-M02,89.95,1.961006574,90.83,1.86161265,-11.28557409,90.4,3.921568627,5.3,3.759398496,98.1199683,216.98,-1.29%,0.1847,-26.1,-33.6,-13.8,-12.7,-18.5,69.1,78.8,-8,106.5422,103.7329,3.8,0.7431,1591,3802,12868,86.57545,95.70306,98.53424,1.2644,124.0634921,73135506247,1.00018E+11,1.59411E+11,89914697358,83.36397794,86.12440191,87.49270894
2009-M03,90.85,1.975530363,91.89,1.839742879,-12.42718447,90.2,3.921568627,5.3,3.577371048,98.35697306,240.76,10.96%,0.2622,-25.4,-36.3,-17.2,-16.1,-24.4,69.6,76.6,-16.5,108.4548,105.5308,3.66,1.0355,1490,4355,13033,86.99282,95.61134,98.29092,1.3308,134.2222222,73135506247,1.00018E+11,1.59411E+11,89914697358,93.43672556,97.37330339,97.29189234
2009-M04,91.05,1.822858421,92.21,1.833241303,-13.72360845,89.9,8.163265306,5.3,2.972749794,98.51497623,259.45,7.76%,0.1915,-24.6,-35.1,-12.7,-13.1,-26.4,70.1,75.3,-9.5,107.3802,104.6773,3.77,0.8223,1403,4609,12734,88.23405,96.22964,98.80377,1.3275,132.5714286,72459551252,99465134176,1.57931E+11,87953966141,85.57038932,91.39732448,103.1914007
2009-M05,91.17,1.593492311,92.31,1.528816542,-15.54934823,90.7,10.41666667,5.3,2.97029703,98.59397781,254.71,-1.83%,0.1962,-22.6,-33.7,-8.2,-12.8,-24.4,74,78.3,-10.8,107.6809,105.4178,3.85,1.2817,1273,4260,12017,88.67865,96.30357,98.71315,1.4098,118.7301587,72459551252,99465134176,1.57931E+11,87953966141,88.73611,89.87403574,104.5912841
2009-M06,90.85,1.417727171,91.9,1.367747629,-15.65934066,92.1,10.63829787,5.2,2.463054187,98.59397781,283.17,11.17%,0.1686,-21.3,-28.3,-9.4,-13.6,-31,77.3,79.4,-12.7,108.7392,106.6321,3.96,1.3279,1395,4735,12708,89.74403,96.47008,98.8701,1.4134,123.4285714,72459551252,99465134176,1.57931E+11,87953966141,92.86113998,97.72483156,101.4915424
2009-M07,89.89,0.189478377,90.43,-0.132523468,-16.6969147,91.8,18.18181818,5.2,2.448979592,99.14698891,296.27,4.63%,0.19,-19.2,-30.3,-9.6,-10.1,-32.4,78.6,77.3,-15.7,108.0955,106.06,3.76,1.575,1542,5236,13207,90.93198,96.81542,98.90466,1.4138,109.5873016,72432873399,1.02324E+11,1.58097E+11,90731472395,92.76520905,93.97519773,101.6915257
2009-M08,90.14,0.278117699,90.61,-0.066174038,-13.7962963,93.1,23.25581395,5.3,2.448979592,99.14698891,311.35,5.09%,0.125,-14.8,-20.3,-5.6,-4.5,-26.7,86,82.3,-8,108.2029,106.2143,3.61,1.0605,873,4039,10290,91.6135,96.75035,98.44219,1.4272,65.26984127,72432873399,1.02324E+11,1.58097E+11,90731472395,83.17211608,82.72629626,93.29222565
2009-M09,90.62,0.376606114,91.11,-0.02194667,-13.89925373,92.3,21.27659574,5.7,2.448979592,99.14698891,302.36,-2.89%,0.1153,-13.7,-14.7,-4.4,-7.6,-27.6,88.1,86.6,-3.6,109.2684,107.1176,3.58,1.0721,1043,4150,11292,92.78182,97.00862,98.81436,1.4643,136.6349206,72432873399,1.02324E+11,1.58097E+11,90731472395,94.68382764,100.8885851,98.19181735
2009-M10,90.7,0.699455979,91.35,0.406682787,-9.542356378,92.9,21.27659574,5.7,2.446982055,99.22599049,305.9,1.17%,0.1322,-13.8,-16.9,-6.9,-10.7,-27.7,85.6,83.4,-5,109.9689,108.439,3.53,0.8375,1003,4209,9706,93.80072,97.10142,98.51285,1.48,125.968254,72462256400,1.04638E+11,1.59134E+11,92503256126,100.0559597,101.8259936,105.1912341
2009-M11,90.61,0.96946735,91.21,0.662178567,-4.591836735,93.5,25.53191489,5.9,2.446982055,99.22599049,335.33,9.62%,0.0939,-10.1,-15.2,-2.9,-3.4,-29.1,91.8,86.9,4.2,109.7423,108.0192,3.52,0.2162,942,4174,9881,94.21986,96.94606,98.22447,1.5023,113.2698413,72462256400,1.04638E+11,1.59134E+11,92503256126,99.96002878,97.6076555,96.79193401
2009-M12,90.08,1.111235829,90.56,0.722945167,1.516793066,93.7,28.88888889,5.8,2.365415987,99.14698891,327.9,-2.22%,0.1252,-9,-9.7,-1.7,0.2,-27.2,94.5,87.1,8.3,108.4527,106.632,3.44,-0.188,1560,5559,11624,94.82649,97.12164,98.55574,1.4406,76.82539683,72462256400,1.04638E+11,1.59134E+11,92503256126,105.7158846,94.32672591,116.3903008
2010-M01,90.05,0.817286162,90.3,0.389105058,4.844916894,95.09433962,27.45098039,6.5,1.938610662,99.7,317.74,-3.10%,0.0881,-9.2,-5.8,0.1,-0.1,-25.7,95.8,86.2,3.2,105.8977,104.5377,3.47,-0.2203,1296,3833,9506,95.7896,97.22495,98.2417,1.3966,94.0952381,72269310192,1.06975E+11,1.59139E+11,94286691398,96.89023903,90.10838785,90.82998112
2010-M02,90.69,0.822679266,91.15,0.352306507,6.103614202,95.91766724,22.64150943,6.5,1.610305958,99.7,344.22,8.33%,0.1112,-8.2,-4.8,-2.6,2.1,-26,95.3,89.1,8.5,103.0108,101.9677,3.36,-0.1383,1260,3728,9599,96.23154,97.22021,98.14205,1.357,96.63492063,72269310192,1.06975E+11,1.59139E+11,94286691398,89.6954193,90.10838785,84.52508004
2010-M03,91.77,1.012658228,92.49,0.65295462,8.164437328,97.56432247,22.64150943,6.5,1.467132321,99.8,345.91,0.49%,0.1508,-7.1,-0.8,-2.9,-3,-26.5,96.6,87.6,4.8,102.1239,101.1679,3.37,-0.955,1441,4425,10162,96.49658,97.2327,98.21614,1.3479,116.1904762,72269310192,1.06975E+11,1.59139E+11,94286691398,104.9484371,108.973733,99.99179049
2010-M04,92.08,1.131246568,92.81,0.650688645,11.27286465,100.0343053,16.98113208,6.2,1.304394338,99.8,320.7,-7.29%,0.1872,-6.1,4.1,-8.9,2.7,-26,96.7,95.3,15.4,100.6628,100.2802,3.32,-0.9553,1188,4403,10746,97.56443,97.59692,98.61926,1.3315,114.5396825,72395281957,1.10122E+11,1.60601E+11,98348883795,97.08210089,99.2481203,102.3561284
2010-M05,92.04,0.95426127,92.72,0.444155563,10.85874871,100.5488851,15.09433962,6.1,1.324647018,99.9,316.81,-1.21%,0.5499,-3.9,8.2,-7.3,-7.9,-26.5,100.8,95.5,15.9,97.3039,97.0788,3.02,-1.0135,1140,4454,10643,97.76037,97.64649,98.56399,1.2307,101.968254,72395281957,1.10122E+11,1.60601E+11,98348883795,99.76816692,95.85001465,102.0605862
2010-M06,91.6,0.825536599,92.11,0.228509249,9.620574251,100.9605489,15.38461538,6,1.324647018,99.9,330.64,4.37%,0.4829,-3.9,8.9,-6.9,-1.2,-26.8,101.1,92.7,12.9,95.3662,95.3911,2.9,-0.7724,1339,5833,8820,98.17759,97.88531,98.95762,1.2271,113.9047619,72395281957,1.10122E+11,1.60601E+11,98348883795,100.2478216,107.4504443,102.9472129
2010-M07,91.34,1.613082657,91.57,1.260643592,9.08194038,100.1372213,13.46153846,5.9,0.961210324,100.1,316.47,-4.29%,0.2649,-4,11.9,-7.3,-1.1,-30.4,100.3,95.7,13.9,97.3874,97.0943,2.85,-0.8512,1495,6113,9350,98.41666,98.20771,98.9916,1.3028,96.12698413,72805456223,1.12904E+11,1.60743E+11,98388144906,94.68382764,98.4278879,101.9620721
2010-M08,91.48,1.486576437,91.7,1.202957731,7.669320324,100.2401372,7.547169811,5.7,1.062070674,100.2,334.39,5.66%,0.2183,-3.6,10.6,-4.5,-0.2,-33.4,100.6,97.5,20.7,96.9579,96.8313,2.56,-0.7045,1136,5652,7318,98.63966,98.62745,99.29742,1.268,62.47619048,72805456223,1.12904E+11,1.60743E+11,98388144906,90.07914302,90.92862025,94.17945981
2010-M09,92.05,1.578018098,92.39,1.404895182,9.160040066,100.754717,5.263157895,6,1.062070674,100.2,337.23,0.85%,0.2833,-3.5,13.6,-6.6,-0.3,-27.6,99.5,96.5,25.7,97.1848,97.1843,2.52,-1.0195,1198,5675,8057,98.43076,98.80263,99.5213,1.3648,120.3809524,72805456223,1.12904E+11,1.60743E+11,98388144906,99.76816692,105.9271556,100.681389
2010-M10,92.13,1.57662624,92.61,1.379310345,9.341275131,101.5780446,3.50877193,5.9,0.981607242,100.2,327.41,-2.91%,0.1488,-2.5,12,-5.5,8.9,-24.9,101.2,103.7,26.4,100.4426,100.3671,2.58,-0.9023,1373,5755,9345,98.5189,99.06578,99.51275,1.3857,109.8412698,73429684234,1.15024E+11,1.62132E+11,99811363088,103.9891278,104.755395,102.9472129
2010-M11,92.02,1.556119634,92.47,1.381427475,9.850395795,102.7101201,0,5.9,0.981607242,100.2,354.57,8.30%,0.1377,-2.7,14,-4.7,3.9,-26.7,101.9,103.6,22.2,99.0076,98.9703,2.79,-0.858,1456,5989,8007,98.59706,99.12047,99.57551,1.2998,107.4285714,73429684234,1.15024E+11,1.62132E+11,99811363088,109.265329,107.3332682,100.9769313
2010-M12,91.82,1.931616341,92.23,1.844081272,11.48312834,104.4596913,-3.448275862,5.6,1.162931024,100.3,360.75,1.74%,0.0924,-1.2,12.8,-8.8,14,-27.5,102.1,104.4,24,96.7273,96.9223,3.16,-1.1783,2200,7640,11129,99.08095,99.42169,99.76435,1.3362,66.41269841,73429684234,1.15024E+11,1.62132E+11,99811363088,113.5822208,100.8885851,116.5421558
2011-M01,91.72,1.854525264,92.01,1.893687708,12.55411255,107.0325901,-6.153846154,6.1,1.303911735,101,369.13,2.32%,0.0481,0.4,11,-3.2,4.6,-18.7,104.4,90.9,27.8,96.7169,96.8184,3.23,-1.2828,1952,6720,8434,99.13255,99.52241,99.68663,1.3692,102.4761905,73224407327,1.17081E+11,1.63917E+11,1.02752E+11,97.46582461,97.72483156,91.12552336
2011-M02,92.41,1.896570735,92.93,1.952825014,13.84120172,109.193825,-4.615384615,6.2,1.404212638,101.1,365.62,-0.95%,0.068,-0.6,16.2,-2.8,9.5,-18.7,103.5,93.8,29.9,97.8505,97.9755,3.41,-1.3133,1649,6419,7102,99.20592,99.61614,99.73794,1.3834,110.984127,73224407327,1.17081E+11,1.63917E+11,1.02752E+11,91.51810696,99.59964847,86.98793203
2011-M03,93.46,1.841560423,94.2,1.848848524,13.92405063,111.1492281,-7.692307692,6,1.30260521,101.1,359.94,-1.55%,0.1297,2.5,12.8,-4.1,11.6,-14.5,107.6,90.4,36.5,99.3952,99.4545,3.42,-1.5245,1738,6804,8258,99.43035,99.79699,100.01826,1.4207,118.7301587,73224407327,1.17081E+11,1.63917E+11,1.02752E+11,106.5792629,113.6607753,101.0754454
2011-M04,93.96,2.041702867,94.77,2.111841396,12.44855967,112.4871355,-4.838709677,5.9,1.402805611,101.2,349.44,-2.92%,0.0842,2.3,12.4,-4.8,4.4,-18.2,104.3,98.1,29.4,100.9802,100.9993,3.65,-1.4788,1703,6878,9021,99.23948,99.88595,100.07908,1.486,111.1111111,73128583784,1.17179E+11,1.63821E+11,1.01471E+11,95.16348229,101.2401133,105.4100649
