TIME_PERIOD,CPI - index,CPI - YoY,HICP - index,HICP - YoY,PPI - YoY,PPI - index,Unemmployment - YoY,Unemployment - %,wage rate - YoY,wage rate - index,AEX -price ,AEX change,Country Level Index of Financial Stress,Industrial_confidence,Services_confidence,Consumer_confidence,Retail_confidence,Construction_confidence,Economic_sentiment,Employment_expectations,Inflation_expectations,Exchangerate_CPI,Exchangerate_PPI,10years_gov_bond_rate,3month_euribor,Loans_upto_1M,Loans_house,Loans_over_1M,M1,M2,M3,US_Dollar_per_EUR,Construction_index,Consumption,Export,GDP,Import,Industrial_production_index,Manufacturing_index,Retain_trade_index
2022-M11,124.35,9.878943183,125.81,11.31658114,15.43560606,141.2555523,-2.777777778,3.5,.,.,689.01,-4.85%,0.2939,0.6,5.2,-29.4,5.3,12.6,92.5,107.5,28.2,91.9203,94.8266,2.35,-8.2748,711,7315,11687,238.7299,178.89021,172.70556,1.0376,139.5555556,83818403747,1.83182E+11,1.99521E+11,1.61959E+11,104.3728515,133.6978811,.
2022-M12,124.94,9.586878344,126.64,11.00008765,13.32703214,138.9379878,-8.333333333,3.3,.,.,745.19,8.15%,0.3555,1.1,6.9,-24.9,4.8,11.5,94.1,107.1,16.5,92.8104,95.5722,2.43,-7.1365,870,8297,13131,236.01706,178.08816,172.04704,1.0666,112.2539683,83818403747,1.83182E+11,1.99521E+11,1.61959E+11,101.5908546,127.48755,.
2023-M01,123.21,7.578800314,124.23,8.393682925,11.19199272,141.6031869,-2.631578947,3.7,.,.,752.93,1.04%,0.2454,1,7.7,-24,5.8,12.6,94.7,108.8,14.6,93.0894,96.4604,2.5,-6.2551,862,6561,10546,234.44054,177.99239,171.97594,1.0833,137.015873,84357635642,1.83781E+11,1.99217E+11,1.6038E+11,97.36989368,123.269212,.
2023-M02,124.45,7.963910818,125.9,8.928880429,8.773500448,140.7920394,0,3.7,.,.,756.18,0.43%,0.2534,1.2,7.9,-18.6,3.4,11.4,97.5,106.7,1.9,93.3711,96.5769,2.68,-5.8597,979,5764,9451,231.86983,177.42196,171.79516,1.0619,156.952381,84357635642,1.83781E+11,1.99217E+11,1.6038E+11,94.58789671,120.4569866,.
2023-M03,124.72,4.403147497,126.16,4.523612262,3.95869191,139.9808918,2.857142857,3.6,.,.,758.49,0.31%,0.3612,1.7,6.4,-17.5,8.3,6.1,98.2,107.4,6.6,93.5988,96.7873,2.76,-3.9894,980,6995,10541,229.3006,177.12625,171.62145,1.0875,167.6190476,84357635642,1.83781E+11,1.99217E+11,1.6038E+11,109.5531218,139.9082121,.
2023-M04,126.01,5.174860195,128.17,5.785737867,0.248756219,140.09677,0,3.3,.,.,748.86,-1.27%,0.3167,-0.1,5.5,-17,5.3,8.1,96.7,107.2,6,94.8286,97.778,2.72,-3.833,758,6525,11949,227.25314,176.59448,171.15675,1.0981,135.6190476,83954835160,1.80803E+11,1.98808E+11,1.59138E+11,93.53265649,119.16805,.
2023-M05,126.26,6.056278874,128.41,6.821395891,-1.806239737,138.5903532,9.375,3.5,.,.,773.94,3.35%,0.1468,-1.2,4.6,-19.7,6.3,5.4,94.9,105.3,9.1,94.1746,97.4358,2.73,-2.7336,718,6380,12300,225.24953,176.22753,171.16044,1.0683,151.3650794,83954835160,1.80803E+11,1.98808E+11,1.59138E+11,99.00071948,127.0188458,.
2023-M06,125.83,5.695086098,127.78,6.368101224,-3.715670436,138.1268403,0,3.5,.,.,792,2.33%,0.157,-2,3.3,-19,10.3,2.6,94.1,102.5,3.3,94.6603,97.8574,2.75,-1.9641,893,6456,12468,222.99605,175.9547,170.95447,1.0866,163.1746032,83954835160,1.80803E+11,1.98808E+11,1.59138E+11,105.9077464,136.5101064,.
2023-M07,127.13,4.573496751,129.25,5.303894411,-5.12,137.4315709,2.941176471,3.5,.,.,743.62,-6.11%,0.2648,-3.2,1.8,-18.7,6.4,2.5,93.1,103.4,8.6,96.0659,98.7908,2.84,-1.6282,940,6644,11768,221.10174,175.54666,170.57764,1.1023,154.1587302,83203405563,1.76143E+11,1.97944E+11,1.52998E+11,95.64313694,121.5115711,.
2023-M08,127.7,3.025413473,129.9,3.398869697,-3.233629749,138.7062314,-2.702702703,3.6,.,.,728.79,-1.99%,0.1583,-4.6,3.7,-16.9,4.2,2.3,93.4,103.2,2.6,96.0739,98.8575,2.92,-1.4197,1174,6683,9209,219.29493,175.22187,170.38428,1.0868,53.96825397,83203405563,1.76143E+11,1.97944E+11,1.52998E+11,89.98321209,114.0123035,.
2023-M09,127.16,0.212782725,128.81,-0.301857585,-1.548492258,139.9808918,-2.564102564,3.8,.,.,718.6,-1.40%,0.1716,-4.6,5.2,-17.9,2.5,1.2,93.6,101.9,7.8,95.4513,98.5034,3.04,-0.42,1277,6693,11875,218.73217,175.67083,170.95125,1.0594,152.6349206,83203405563,1.76143E+11,1.97944E+11,1.52998E+11,97.7536174,125.261205,.
2023-M10,127.73,-0.40545809,129.56,-1.038802322,-3.228410008,138.9379878,-2.702702703,3.6,.,.,765.04,6.46%,0.1279,-4.5,3.3,-17.7,4.8,2.5,93.5,102.3,13,94.8874,97.9716,3.21,1.0676,1116,7546,10717,216.59301,175.23568,170.76599,1.0619,139.3015873,84155961649,1.79678E+11,1.9836E+11,1.56133E+11,98.90478855,127.1360219,.
2023-M11,126.4,1.648572577,127.63,1.446625864,-2.543068089,137.6633274,-2.857142857,3.4,.,.,786.82,2.85%,0.1266,-3,3.4,-14.3,3.3,3.8,96.2,104.3,11,95.2471,98.3312,2.95,1.5716,1063,6858,12952,215.91972,175.52716,171.15756,1.0931,135.2380952,84155961649,1.79678E+11,1.9836E+11,1.56133E+11,100.3437525,128.7764867,.
2023-M12,126.45,1.208580118,127.88,0.979153506,-1.918265221,136.2727887,0,3.3,.,.,818.21,3.99%,0.0722,-5.9,4.7,-11.4,-3.7,8,95,103.5,11.5,94.7948,97.7935,2.42,1.0331,1246,7480,13896,215.75158,176.3158,172.10884,1.105,106.9206349,84155961649,1.79678E+11,1.9836E+11,1.56133E+11,96.50651531,121.5115711,.
2024-M01,127.11,3.16532749,128.08,3.099090397,-2.94599018,137.4315709,2.702702703,3.8,.,.,848.44,3.69%,0.0885,-4.1,5.6,-13.4,1.4,6,96.9,103.9,12.4,95.1903,98.0833,2.51,1.1253,1172,7178,12876,214.37297,175.95823,172.11427,1.0837,131.3015873,84565521740,1.77457E+11,1.97843E+11,1.55241E+11,95.16348229,118.3478176,.
2024-M02,127.95,2.812374448,129.29,2.692613185,-1.728395062,138.3585967,5.405405405,3.9,.,.,881.78,3.93%,0.0517,-3.9,5.4,-12,4.4,6.3,98.5,103.6,11.3,94.7994,97.799,2.64,1.3232,1120,6901,11186,214.0008,176.31033,172.44224,1.0826,152,84565521740,1.77457E+11,1.97843E+11,1.55241E+11,95.35534415,120.1054585,.
2024-M03,128.58,3.094932649,130.09,3.115091947,-0.745033113,138.9379878,2.777777778,3.7,.,.,878.83,-0.33%,0.0441,-4.4,4.6,-10.1,-2.5,8.4,97.6,104.1,13.8,95.4521,98.3765,2.62,1.5224,1250,7547,12957,213.9934,176.63608,173.10302,1.0811,151.6190476,84565521740,1.77457E+11,1.97843E+11,1.55241E+11,101.2071309,127.0188458,.
2024-M04,129.42,2.706134434,131.47,2.574705469,-0.082712986,139.9808918,9.090909091,3.6,.,.,903.61,2.82%,0.0465,-3,3.9,-11.6,2.5,7.8,98.2,102.6,17.8,95.0986,98.1825,2.72,1.4864,968,8224,15015,213.87878,176.80154,173.46459,1.0718,146.1587302,83964880808,1.80428E+11,1.99983E+11,1.56993E+11,97.36989368,122.8005078,.
2024-M05,129.69,2.716616506,131.85,2.678919087,0.25083612,138.9379878,0,3.5,.,.,923.85,2.24%,0.036,-2.3,4.6,-11.4,-0.7,6.8,99.2,101.5,19.9,95.2653,98.3312,2.83,1.2137,1012,8169,11716,213.95961,177.25387,173.81689,1.0852,145.9047619,83964880808,1.80428E+11,1.99983E+11,1.56993E+11,97.56175554,122.9176838,.
2024-M06,129.91,3.242469999,132.07,3.357332916,0.587248322,138.9379878,5.714285714,3.7,.,.,920.62,-0.35%,0.0409,-2.2,5.3,-12,-3.3,10.1,99.7,101.1,22.8,94.9635,98.0337,2.82,1.2245,1099,7596,14975,215.31075,178.15312,174.80807,1.0705,144.6349206,83964880808,1.80428E+11,1.99983E+11,1.56993E+11,98.04141018,123.9722683,.
2024-M07,131.82,3.689137104,133.73,3.46615087,0.927487352,138.7062314,0,3.5,.,.,918.66,-0.21%,0.1016,-2.8,5.3,-11,-0.3,10.3,99.7,101.3,26.3,95.4743,98.573,2.77,1.0848,1040,9083,12403,214.42908,177.71625,174.66325,1.0828,153.015873,84713796925,1.81263E+11,2.01633E+11,1.58222E+11,96.7943081,122.2146275,.
2024-M08,132.24,3.555207518,134.22,3.325635104,-0.417710944,138.1268403,2.777777778,3.7,.,.,910.12,-0.93%,0.0639,-2.1,5.5,-10.5,-0.7,10,100.8,101.6,29.3,95.673,98.4741,2.53,1.3476,1361,8257,10789,214.86551,178.22035,175.36872,1.1087,53.46031746,84713796925,1.81263E+11,2.01633E+11,1.58222E+11,88.73611,110.8485499,.
2024-M09,131.61,3.499528154,133.01,3.260616412,-1.986754967,137.1998145,2.631578947,3.9,.,.,874.18,-3.95%,0.0675,-2.5,5.1,-7.8,-0.8,13.5,101.2,103,27.3,95.4824,98.3687,2.47,1.7337,1465,8644,11166,215.98134,179.24388,176.40579,1.1196,,84713796925,1.81263E+11,2.01633E+11,1.58222E+11,95.45127508,121.160043,.
2024-M10,132.26,3.54654349,133.85,3.311207163,.,.,.,.,.,.,881.73,0.86%,0.0341,-3.8,6.1,-11.2,0.8,12.1,99.1,102.4,29.8,94.9003,97.6788,2.53,1.1666,1151,9087,12331,216.98534,179.39037,176.6413,1.0882,.,.,.,.,.,.,.,.
2024-M11,131.48,4.018987342,132.47,3.792211862,.,.,.,.,.,.,878.63,-0.35%,0.0562,-2.4,6,-13,4.1,14.3,100.5,100.4,37.4,94.1057,96.8974,2.57,0.8068,1175,8998,13842,219.12414,180.63794,177.67555,1.0562,.,.,.,.,.,.,.,.
2024-M12,131.63,4.096480822,132.93,3.949014701,.,.,.,.,.,.,921.94,4.93%,0.0309,-1.7,6.4,-12.6,2.6,16.9,100.3,103.1,41.7,93.4676,96.3693,2.45,0.4161,.,10392,16890,219.68137,180.96603,178.18104,1.0389,.,.,.,.,.,.,.,.
2025-M01,131.35,3.335693494,131.94,3.013741412,.,.,.,.,.,.,921.92,0.00%,0.098,-1.6,5.6,-14.6,2.3,17.3,99.5,104.9,41.6,93.1586,95.7522,2.73,0.2031,.,23951,13550,220.07877,181.01967,178.5166,1.0393,.,.,.,.,.,.,.,.
2025-M02,132.8,3.790543181,133.82,3.503751257,.,.,.,.,.,.,898.8,-2.51%,0.0685,-1.1,4.8,-17,3.3,15.4,100.2,103.3,41.1,92.7171,95.4694,2.63,0.2249,.,9397,12457,221.35446,181.52796,179.18345,1.0411,.,.,.,.,.,.,.,.
2025-M03,133.33,3.694198165,134.5,3.389960796,.,.,.,.,.,.,877.89,-2.33%,0.0623,-1.1,5,-17.3,5.8,15.2,100.2,103,45.1,94.6512,97.793,2.94,0.2424,.,10494,13309,222.1717,182.05414,179.33274,1.0815,.,.,.,.,.,.,.,.
2025-M04,.,.,136.91,4.13782612,.,.,.,.,.,.,906.97,3.31%,.,-2.7,4.2,-19.4,2,19.3,97.7,101.7,50.3,96.9568,100.3224,.,0.0482,.,.,.,.,.,.,1.1373,.,.,.,.,.,.,.,.
